,text,sentiment
617,"['RT', 'RichLightShed', 'unileverusa', 'punishing', 'Twitter', 'took', 'leadership', 'role', 'likely', 'led', 'Facebooks', 'reversal', 'TWTR', 'FB…']",negative
618,"['RT', 'israelmassa', 'JPM', 'JPMorgan', 'Q2', '20', 'Earnings', 'Revenue', '3382B', 'exp', '3057B', 'EPS', '132', 'exp', '101', 'Provision', 'Credit', 'Loss…']",negative
619,"['RT', '50F7W4R37R4D3R', 'Motivation', 'gets', 'going', 'habit', 'gets', 'Zig', 'Ziglar', 'softwareengineer', 'javascript', 'python', 'C', 'golang…']",positive
620,"['SPY', 'ES', 'futures', 'hourly', 'interesting', 'watch', 'Nice', 'potential', 'breakout', 'upside', 'drive', 'market', 'higher', 'imminent', '👀', 'QQQ', 'SPX', 'DJIA', 'httpstcoG4v3jObMUC']",positive
621,"['Quality', 'Elliott', 'Wave', 'Trading', 'sp500', 'ESF', 'SPX', 'SPY', 'QQQ', 'IWM', 'SPXU', 'SQQQ', 'ES', 'NDX', 'DJIA', 'QQQ', 'emini', 'forex', 'httpstcohTJsqehBX2', 'httpstcozB0jSSy2Mo']",neutral
622,"['RT', '50F7W4R37R4D3R', 'Walking', 'friend', 'dark', 'better', 'walking', 'alone', 'light', 'Helen', 'Keller', 'softwareengineer', 'javascr…']",positive
623,"['TheStalwart', 'business', 'ready', 'stocks', 'well', '2nd', 'wave', 'sale', 'coming']",positive
624,"['RT', 'WallStJesus', 'EXTREMELY', 'ACTIVE', 'OPEN', 'MOMENTUMSWEEPERS', 'BUSY', 'SEVERAL', 'NAMES', 'TWTR', 'VTIQ', 'NIO', 'INO', 'BYND', 'TWLO', 'DIS', 'AMD', 'TSLA', 'https…']",positive
625,"['Could', 'Apple', 'Millionaire', 'Maker', 'Stock', 'themotleyfool', 'stocks', 'AAPL', 'httpstcoWdz7oGbUwC']",neutral
626,"['SHOP', 'good', 'FB', 'sub', 'numbers', 'today']",neutral
627,"['ADVFN', 'Morning', 'London', 'Market', 'Report', 'Wednesday', '15', 'April', '2020', 'stocks', 'trading', 'httpstcog3pXJY2JbS']",neutral
628,"['RT', 'Lakshmi888', 'SPX', 'SPX', 'ESF', 'Dow', 'NQ', 'NQ', 'NDX', 'RUT', 'DAX', 'FTSE', 'ESF', 'QQQ', 'Dow', 'Based', 'chart', 'alone', 'others', 'pls', 'see…']",neutral
629,"['RT', 'NorthmanTrader', 'SampP', '500', 'appears', 'incapable', 'making', 'new', 'highs', 'without', 'new', 'highs', 'Feds', 'balance', 'sheet', 'SPX', 'peaked', 'the…']",negative
630,"['RT', 'WingGirlTrade', 'trade', 'stocks', 'long', 'short', 'Trade', 'Ideas', 'FREE', 'trading', 'room', 'place', 'navigate', 'trading', 'today', 'Moderator', 'Barr…']",neutral
631,"['RT', 'kerberos007', 'SPX', 'vs', 'CNH', 'Yuan', 'Jaws', 'update', 'jaws', 'risks', 'amp', 'bubble', 'grew', 'wider', 'amp', 'wider', 'like', 'inequality', 'amp', 'social', 'unrest', 'nee…']",negative
632,"['RT', 'intellinvest', 'Dear', 'Premium', 'Major', 'Markets', 'Members', 'Daily', 'Update', 'sent', 'member', 'yet', 'Visit', 'website', 'signup', '1', 'month…']",neutral
633,"['RT', 'apollotradingsd', 'Im', 'permabear', 'heart', 'Keeping', 'following', 'mind', 'kept', 'sane', '1', 'longer', 'market', 'regr…']",neutral
634,"['Biogen', 'BIIB', 'Poor', 'Technical', 'Analysis', 'Score', 'TA', 'Score', 'Breakdown', '3', 'Categories', 'candle', 'score', 'Neutral', 'moving', 'average', 'score', 'Poor', 'momentum', 'score', 'Poor', 'stocks', 'stock', 'StockMarket', 'Investment', 'investing', 'httpstcoJj64hrH1R3', 'httpstcoaZBpbgGaen', 'httpstcovKawDwrcoL']",negative
635,"['Fangdd', 'Shares', 'Surge', '610', 'Wild', 'Ride', 'Active', 'Agents', 'Number', 'Jumps', 'Stocks', 'StockMarket', 'DUO', 'via', 'CapitalWatchCom', 'httpstcolYz8Qq8vqO']",positive
636,"['AMZN', 'record', 'high']",positive
637,"['RT', 'SheepKnowMore', 'FB', 'post', 'watching', 'Covid911', 'INSURGENCY', 'GreatAwakening', 'httpstco7PxeWwIByW']",neutral
638,"['RT', 'AlexDelarge6553', 'Dont', 'look', 'tlss', 'premarket', '6', 'wouldnt', 'merger', 'news', 'amzn', 'perfect', 'people', 'sold', 'loss…']",positive
639,"['RT', 'cfromhertz', 'APPLE', 'ANNOUNCES', 'SWITCHING', 'INTEL', 'CHIPS', 'MACS', 'APPLE', 'ANNOUNCES', 'MACS', 'SWITCHING', 'CUSTOM', 'PROCESSORS', 'A…']",neutral
640,"['RT', 'CallumThomas', '4', 'Clearly', 'Q2', 'strong', 'quarter', 'Interestingly', 'RyanDetrick', 'shows', 'strong', 'quarters', 'tend', 'followed', 'stron…']",positive
641,"['Ciner', 'Resources', 'CINR', 'Set', 'Announce', 'Earnings', 'Monday', 'httpstcoNbHpMCDfHv', 'stocks']",neutral
642,"['Markets', 'open', 'Check', 'MightySoldiers', 'day', 'trading', 'livestream', 'Featuring', 'Benzinga', 'Pro', 'realtime', 'news', 'LIVE', 'squawk', 'audible', 'alerts', 'stockmarket', 'stocks', 'charts', 'daytrader', 'daytrading', 'livestream', 'live', 'youtube', 'benzingapro', 'httpstcoH6Nryjsek2']",neutral
643,"['economics', 'important', 'don’t', 'get', 'turned', 'primer', 'DOM', 'think', 'simply', 'supply', 'demand', '♋️', 'DOM', 'gives', 'list', 'lined', 'buy', 'everyone', 'lined', 'sell', 'neither', 'budge', 'ex', 'spy', 'spx', 'qqq', 'esf']",positive
644,"['RT', 'faaaal', 'appl', 'amzn', 'msft', 'tsla', 'greedy', 'others', 'fearful', 'fearful', 'others', 'greedy', 'httpstco1SW5PHngEB']",negative
645,"['Learn', 'manage', 'stock', 'market', 'risk', 'position', 'sizing', 'httpstcocCsJaxHap4', 'SPY', 'SPX', 'QQQ', 'DJIA', 'STUDY']",neutral
646,"['😳😷🤢', 'SPY', 'SPX', 'QQQ', 'IWM', 'DJI', 'AAPL', 'TSLA', 'FB', 'AMZN', 'GS', 'JPM', 'BAC', 'C', 'GOOGL', 'SPOT', 'XLE', 'BA', 'BABA', 'UVXY', 'LYFT', 'CMG', 'ESF', 'coronavirus', 'COVID19', 'BREAKING', 'bitcoin', 'httpstcoRXphnpS5eX']",neutral
647,"['RT', 'leadlagreport', 'Analysts', 'bullish', 'expecting', 'SPX', 'rally', '3200', 'within', '12', 'months', 'stocks', 'markets', 'economy', 'investing', 'f…']",positive
648,"['Huge', 'variation', 'Goodyear', 'Tire', 'amp', 'Rubber', 'Comp', 'GT', '2858', '412', '400pm', 'httpstcoPa7hlovGSJ', 'stocks']",positive
649,"['TWTR', 'FB', 'httpstco8ZsZjeBsJk']",neutral
650,"['Many', 'Americans', 'used', 'part', 'coronavirus', 'stimulus', 'check', 'trade', 'stocks', 'httpstcom9idEoSaJm', 'stimulus', 'stocks']",neutral
651,"['Options', 'Flow', 'Grid', 'Update', 'ORCL', 'OptionsTrading', 'Oracle', 'Shares', '⬆️128', '5619', 'OptionsFlow', 'stocks', 'stock', 'StockMarket', 'investing', 'Investment', 'httpstco5JE2nlalc3', 'httpstco3SMt2yWyzC', 'httpstcoHYTksUCJxb']",neutral
652,"['RT', 'NorthmanTrader', '2019', 'AAPL', 'made', 'new', 'time', 'highs', 'declining', 'earnings', 'growth', '2020', 'AAPL', 'made', 'new', 'time', 'highs', 'declining…']",positive
653,"['MSFT', 'Microsoft', 'time', 'highs', 'AMZN', 'Amazon', 'time', 'highs', 'NFLX', 'Netflix', 'time', 'highs', 'FB', 'Facebook', 'time', 'highs', 'APPL', 'Apple', 'time', 'highs', 'GOOGL', 'Google', 'nearly', 'time', 'highs', 'Talk', 'big', 'boys', 'heavy', 'lifting']",positive
654,"['Corona', 'blew', '283', 'lead', 'racism', 'spy', 'spx', 'qqq', 'esf']",negative
655,"['Clovis', 'Oncology', 'CLVS', 'Given', 'Average', 'Recommendation', '“Hold”', 'Analysts', 'httpstcoBAN4GQE2Gx', 'stocks']",neutral
656,"['Actions', 'opinions', 'market', 'influenced', 'BTC', 'behaving', 'like', 'risk', 'asset', 'moment', 'see', 'chart', 'correlation', 'SP500']",negative
657,"['Alcoa', 'AA', 'PT', 'Lowered', '1400', 'JPMorgan', 'Chase', 'amp', 'Co', 'httpstcogVyp4WTFK4', 'stocks']",negative
658,"['Anyone', 'play', 'tankers', 'STNG', 'Looks', 'like', 'good', 'entry', 'price', 'daytrading', 'stocks', 'fxtrading', 'httpstcoxfIYvjIAUe']",positive
659,"['RT', 'AdamMancini4', '3', 'week', 'SPX', 'rally', 'weve', '1', 'pullback', 'lasting', 'one', 'day', 'March', '31April', '1', 'next', 'one', 'id…']",positive
660,"['Join', 'profitable', 'trading', 'alerts', 'chatroom', 'also', 'free', 'trial', '20', 'days', 'httpstcowaJXnpiwFQ', 'MGM', 'BA', 'BABA', 'FB', 'TSLA', 'AAL', 'DKNG', 'ERI', 'XSPA', 'AMZA', 'BAC', 'GILD', 'SHOP', 'CHWY', 'UBER', 'GNUS', 'HTZ', 'AAPL', 'NFLX', 'USO', 'PENN', 'KTOV', 'IDEX', 'SPY', 'MVIS', 'WLL', 'GNC', 'JFIN', 'HTZ', 'CIDM', 'DLOC', 'WKHS', '💖', 'httpstcoxYRNykqFEV']",neutral
661,"['🔥Our', 'forex', 'results', 'month', 'APRIL🔔🔔', 'CUMULATIVE', 'RESULT', '4500', 'PIPS', '🔥🔥🔥', 'Best', 'signals', 'channel', 'ever', 'httpstcoZCdNusdOPO', 'CRYPTO', 'stocks', 'BTC', 'ETH', 'FB', 'fx', 'forextrading', 'USOIL', 'forexsignal', 'GBPUSD', 'AAPL', 'Forex', 'BTC', 'XAUUSD', 'EURUSD', '870428730', 'httpstcovDtmCTqcCC']",positive
662,"['httpstco9VjKMnpm7n', 'CosanBrasil', 'Cosan', '53', '1348', 'million', 'gain', 'CZZ', 'made', 'notable', 'gains', '11', 'last', '42', 'trading', 'sessions', 'stockMarket', 'stocks', 'trading', 'market', 'investing', 'NASDAQ', 'NYSE', 'consumerNondurables', 'specialty', 'httpstcoJyB85IR23f']",positive
663,"['ESF', 'SPY', 'VXX', 'NYSE', 'SP500', 'stockmarket', 'marketinternals', 'forex', 'markets', 'equitymarket', 'investing', 'equities', 'Futures', 'Trading', 'Recap', 'Todays', 'trading', 'report', 'bias1', 'bullish', 'sent', '71020', '850', 'ET', 'upper', 'target5', '3168', 'cash', 'high', '31685', 'httpstcosf0iBaMU5s', 'httpstcopCVl82Vo6G']",positive
664,"['spy', 'gspc', 'aapl', 'nflx', 'goog', 'tsla', 'Wells', 'Fargos', 'idiosyncratic', 'Gap', 'upgrade', 'due', 'Athleta', 'real', 'estate', 'value', 'httpstcoKXXTKR52MT']",positive
665,"['RT', 'RafKadian', 'esf', '3200', 'lower', 'stop', '321130', 'stay', 'short', 'till', '1', 'star', 'support', 'zone1', 'sp', 'spx', 'sp500', 'httpstcoCoPkj6c4Lj']",negative
666,"['Oddly', 'low', 'volume', 'right', 'It’s', 'spooky', 'NQ', 'ES', 'QQQ', 'NDX', 'SPY', 'SPX', 'DXY', 'TRIN']",negative
667,"['believing', 'DIS', 'makes', 'rich', 'ima', 'going', 'Disney', 'world', 'week']",positive
668,"['USDCAD', 'Tp2', 'done✅', 'Another', 'successful', 'trade', '40', 'pips', 'PROFIT', '🔥', 'Closing', 'soon', 'join', 'httpstcobn8S6tN51e', 'EURCHF', 'BTC', 'FB', 'forextrading', 'XAGUSD', 'fx', 'ETH', 'Forex', 'stocks', 'XAUSUD', 'AAPL', 'forexsignal', 'CRYPTO', 'EURUSD', 'BTC', '195451096', 'httpstcotiinG8MiKF']",positive
669,"['CJJohnson17th', 'FB']",neutral
670,"['Stock', 'Alert', 'NNN', 'National', 'Retail', 'Properties', 'Alert', 'Type', 'Daily', 'Percent', 'Price', 'Change', 'Value', 'Hit', '689', 'dividend', 'stocks', 'NNN', 'Visit', 'Custom', 'Stock', 'Alerts', 'httpstcoOh8lrY1YRH']",negative
671,"['RT', 'amir', 'New', 'Microsoft’s', 'rival', 'AWS', 'called', 'Azure', 'success', 'buckled', 'recent', 'covid19related', 'pressure', 'amp', 'also', 'had…']",positive
672,"['Grab', 'opportunity', 'Offer', 'Valid', 'Till', '21042020', 'Required', 'Capital', 'Rs', '15', 'Lac', 'Committed', 'Return', 'Rs', '15', 'Lac', '25', 'Lac', 'Rs', '175', 'Lac', 'Time', '0615', 'Months', 'Stocks', 'CashFuture', 'Index', 'Future', 'Option', 'Gold', 'silver', 'CrudeOil', 'copper', 'Naturalgas', 'nickel', 'Charge', 'Rs', '270', 'Lac']",positive
673,"['Another', 'one', 'morning', 'SPX', 'ESF', 'httpstcoYyr48PEC4l']",neutral
674,"['RT', 'AdamMancini4', 'got', 'bounce', '3120', 'SPX', 'battle', 'zone', 'Next', '3190', 'area', 'key', 'down…']",negative
675,"['RT', 'sprtcrdlui', 'TSLA', 'closed', 'Load', 'dips', 'Ride', 'one', 'higher', 'BA', 'NCLH', 'OAS', 'IDEX', 'WKHS', 'DAL', 'FCX', 'SHLL', 'Z', 'TTI', 'NFLX', 'API', '…']",positive
676,"['Facebook', 'FB', 'Hits', 'New', '12Month', 'High', 'Following', 'Analyst', 'Upgrade', 'httpstcokNWZunQ9SP']",neutral
677,"['RT', 'KobesyTrades', 'DJI', 'closing', '24K', '200ema', 'weekly', 'green', 'hammer', '🔨', 'hard', 'super', 'bearish', 'equities', 'current', 'char…']",positive
678,"['MET', 'Metlife', 'Options', 'maxpain', 'Chart', 'Open', 'Interest', 'Chart', 'Update', 'OptionsTrading', 'OptionsFlow', 'stocks', 'stock', 'StockMarket', 'Investment', 'investing', 'httpstco5JE2nlalc3', 'httpstcoyLie0GnIqK', 'httpstcoo4ETbe07bb']",neutral
679,"['RT', 'MaxNisen', 'Still', 'extremely', 'early', 'dont', 'know', 'itll', 'work', 'real', 'world', 'PFEBNTX', 'vaccine', 'data', 'showing', 'want', 'a…']",positive
680,"['RT', 'freebirdcapital', 'greatest', 'driver', 'inequality', 'today', 'financial', 'asset', 'Inflation', 'direct', 'result', 'monetary', 'expansion…']",positive
681,"['RT', 'AdamMancini4', 'posted', 'yesterday', '3130', 'target', '3100', 'SPX', 'hit', 'exactly', 'targets', '3200', 'bears', 'a…']",neutral
682,"['RT', 'niftyanalysis', 'Top', '7', 'stocks', 'trade', 'intraday', '14th', 'July', '2020', 'intraday', 'stocks', 'stockstowatch', 'share', 'httpstco3AfsZD92…']",neutral
683,"['Cfra', 'Lowers', 'ATampT', 'Price', 'Target', '3700', 'httpstcom5IWUn0YQr']",negative
684,"['Next', 'week', 'buy', 'GILD', 'TMUS', 'ZOOM', 'HD', 'BYND', 'WEN', 'XRP', 'CIM', 'F', 'BAC']",positive
685,"['RT', 'PeasantPig1', 'AAPL', 'FB', 'AMZN', 'NFLX', 'green', 'need', 'worry']",positive
686,"['RT', 'd1rtydan', 'msft', 'aapl', 'fb', 'going', 'run', 'next', 'week', 'two', 'feel', 'bones']",neutral
687,"['RT', 'mtatsis', 'Exactly', 'Instagram', 'die', 'SNAP', 'FB']",negative
688,"['RT', 'IndexPulse', 'huge', 'collection', 'StockMarket', 'related', 'books', 'Starting', 'frm', 'basics', 'stocks', 'candlesticks', 'fundamentals', 'technicals…']",neutral
689,"['SampP', '500', 'SPX', 'SPX500', 'USD', 'SPX500', 'showing', 'mixed', 'signals', 'result', 'money', 'print', 'Long', 'short', 'BTC', 'Trade8', 'httpstco7IRjHNUtDw', 'httpstcoll2SKqJDbw']",neutral
690,"['Best', 'trading', 'booksHow', 'keep', 'stop', 'loss', 'httpstcoCsO5ltfkO4', 'via', 'YouTube', 'niftyintradayinvestmentStockscrashstockmarketdoublebottomtechnicalanalysis', 'stockholm', 'stocks', 'stockings', 'stockmarket', 'trading', 'investing', 'reliance']",neutral
691,"['SwingArm', 'Trading', 'RED', 'LIGHT', 'GREEN', 'LIGHT', 'Chart', 'Review', 'ESF', 'indices', 'stocks', 'Futures', 'trading', 'useThinkScript', 'ThinkOrSwim', 'education', 'volumeprofile', 'httpstcoza2tsyBQ7O']",neutral
692,"['RT', 'TheeFinanceGuy', '🚨Its', 'Time', '🚨', 'Rapid', 'Fire', 'Stock', 'Analysis', 'officially', 'OPEN', '⚡⚡', 'Rules', 'easy', 'Follow', 'RT', 'Send', 'stock', 'ticker…']",positive
693,"['AAPL', 'patent', '20200227010', 'ELECTRONIC', 'DISPLAY', 'PARTIAL', 'IMAGE', 'FRAME', 'UPDATE', 'SYSTEMS', 'METHODS', 'tech', 'IP', 'research', 'httpstcodzjlilA223']",neutral
694,"['Hey', 'ATSGinc', 'guys', 'sign', 'contract', 'AMZN', 'market', 'already', 'forget', 'ATSG', 'AAWW', 'CJTTO', 'CNBC', 'jimcramer']",negative
695,"['BIG', 'COMEBACK', 'CHINESE', 'LUCKIN', 'COFFEE', 'LK', 'TODAY', 'Stock', 'rebounded', '72', '445', 'far', 'today', 'Big', 'buyers', 'shorts', 'trying', 'cover', 'Company', 'expanding', 'like', 'crazy', 'stores', 'Starbucks', 'China', 'httpstcobl22xbFYkX', 'stocks', 'trading', 'profits']",positive
696,"['IBIO', 'ideal', 'play', 'COVID19', 'outbreak', 'NNVC', 'MRNA', 'INO', 'GILD', 'NWBO', 'AVXL', 'TOMZ', 'AMRN', 'ACST', 'biotech', 'news', 'stocks', 'ibio', 'coronavirus', 'covid19', 'pennystocks', 'httpstcosVKkk51ueO']",positive
697,"['RT', '5stocksinto', '5', 'Chinese', 'Stocks', 'Dairy', 'httpstcoNueutRQucw', 'China', 'Agriculture', 'Stocks', 'Investment', 'Dairy', 'Farming', 'Food', 'Beverag…']",neutral
698,"['2173', 'day', 'keeps', '9', '5', 'away', 'Dont', 'miss', 'buy', 'stock', 'course', 'amp', 'learn', 'investing', 'become', 'Financially', 'Free', 'Stocks', 'Video', 'Course', 'GUMROAD', 'httpstcoctm70UM0Rd', 'stocks', 'fb', 'aal', 'ba', 'mtch', 'tsla', 'twtr', 'httpstcoTOF4Yg16f1']",positive
699,"['AAPL', '27250', 'PM', 'wants', '260', 'test']",neutral
700,"['Mindful', 'Tip', '015', 'losing', 'trade', 'opportunity', 'learn', 'TradingPsychology', 'Perspective', 'Follow', 'us', 'daily', 'powerful', 'trading', 'psychology', 'spy', 'qqq', 'dia', 'tvix', 'aapl', 'amzn', 'goog', 'msft', 'zm', 'tlry', 'cgc', 'gsx', 'tsla', 'lyft', 'work', 'spce']",positive
701,"['SPX', 'SPY', 'Nice', 'gap', '🚀715', '320', 'call', 'bought', 'Friday', 'gonna', 'pay', 'Also', 'holding', 'longer', 'dated', 'call', 'spread', 'lets', 'rip', '🤑', 'httpstcowzuNFoM5ex']",positive
702,"['RT', 'OptionsProVol', 'Options', 'Flow', 'Grid', 'Update', 'AAPL', 'OptionsTrading', 'Apple', 'Shares', '⬆️054', '3685033', 'OptionsFlow', 'optionstrade', 'optiontra…']",positive
703,"['FB', 'Twitter', 'Sentiment', '1', 'Jun', '2020', '▒', 'Positive', '383', '█', 'Negative', '165', '░', 'Neutral', '452', '▒▒▒▒▒▒▒▒███░░░░░░░░░']",neutral
704,"['RT', 'SheepKnowMore', 'FB', 'post', 'watching', 'Covid911', 'INSURGENCY', 'GreatAwakening', 'httpstco7PxeWwIByW']",neutral
705,"['RT', 'RHEbright', 'PoisonOyster', 'JNJ', 'AdVac', 'looks', 'like', 'best', 'nearterm', 'prospect', 'theoretical', 'risk', 'contamination', 'active', 'SARSCoV2', 'h…']",positive
706,"['Nifty', 'Trading', 'Levels', 'tomorrow', '030720', 'Nifty', 'Nifty50', 'NIFTYFUTURE', 'NSE', 'Indices', 'stockmarkets', 'stocks', 'Levels', 'SKARSH', 'daytradertelugu', 'httpstcoSo7EoMVC9c']",neutral
707,"['Avadel', 'Pharmaceuticals', 'PLC', 'Post', 'Q2', '2020', 'Earnings', '017', 'Per', 'Share', 'Piper', 'Sandler', 'Forecasts', 'AVDL', 'httpstcoVjqwKt3YC7', 'stocks']",negative
708,"['RT', 'BlogJulianKomar', 'find', 'great', 'stocks', '1', 'Exploding', 'price', 'volume', 'catches', 'attention', '2', 'Look', 'weekly', 'stock', 'chart…']",neutral
709,"['💪', 'Wall', 'St', 'Solver', 'Power', 'Rankings', '💪', '🥇', 'AAPL', '▪️', 'Apple', 'Inc', '🥈', 'TSLA', '▪️', 'Tesla', 'Inc', '🥉', 'MSFT', '▪️', 'Microsoft', 'Corporation', 'Rankings', '➡️', 'httpstcoKwu6r1EkES', 'httpstcoKwu6r1EkES']",neutral
710,"['Analyzing', 'Viper', 'Energy', 'Partners', 'VNOM', 'amp', 'California', 'Resources', 'CRC', 'httpstcobEAIaylXkb', 'stocks']",neutral
711,"['RT', 'Submarineering', 'AI', 'biotech', 'Robotics', 'nanotechnology', 'fintech', 'Brexit', 'TradeWar', 'stoxx', 'Ibex35', 'trading', 'nasdaq', 'sp500', 'spx', 'spy', '…']",neutral
712,"['idea', 'Coronavirus', 'thing', 'everyone', 'keeps', 'talking', 'know', 'markets', 'paying', 'HANDSOMELY', 'long', 'right', 'Shoutout', 'bears', 'keep', 'losing', 'money', 'NorthmanTrader', 'sure', 'idiot', 'spy', 'iwm', 'qqq', 'iwr', 'amzn']",negative
713,"['TACT', 'Stocks', 'StockMarket', 'TransactTechnologies', 'released', 'Q4', 'EPS', 'httpstcosavSNTKlN1', 'Sequentially', 'eps', 'fell', '005', 'per', 'share', 'Sales', 'decreased', '4484', '12', 'millions', 'httpstcowwiCd5g9q5']",neutral
714,"['axelroark', 'see', 'negative', 'divergence', 'AMZN', 'speaking', 'overstaying', 'welcome']",negative
715,"['MSFT', 'FB', 'given', 'look', 'yet', 'u', 'need', 'see', 'say', 'going', 'forward']",neutral
716,"['DIS', 'Earnings', 'tonight', '😬']",neutral
717,"['Godrej', 'Consumer', 'Products', 'Limited', 'GODREJCP', 'Recommended', '14th', 'May', '566', 'CMP', '679', 'Profit', '20', '28', 'Trading', 'Day', 'Stocktotrade', 'Stockstowatch', 'stocks', 'Nifty', 'nifty50', 'stockmarket', 'stockstowatch', 'stockmarketnews', 'stocks', 'stockstotrade', 'httpstcoIWLcaKsL5i']",positive
718,"['RT', 'charliebilello', 'Big', 'tech', 'returns', '2008', 'MSFT', '44', 'AAPL', '57', 'GOOGL', '56', 'AMZN', '45', 'Returns', '2020', 'MSFT', '14', 'AAPL', '3…']",neutral
719,"['RT', 'jchatterleyCNN', 'hate', 'speech', 'maximizes', 'engagement', 'says', 'Moonalice', 'early', 'Zuckerberg', 'advisor', 'Facebook', 'has…']",negative
720,"['Grand', 'Canyon', 'Education', 'Inc', 'LOPE', 'Short', 'Interest', 'Update', 'httpstcoE99nrOLrGp', 'stocks']",positive
721,"['RT', 'GretaLWall', 'MarketWatch', 'INTC', 'falls', 'afterhours', 'despite', 'beating', 'Q1', 'expectations', 'Intel', 'posted', 'adjusted', 'earnings', '145share', 'vs', '1…']",positive
722,"['TLSRP', 'Stocks', 'StockMarket', 'Telos', 'reports', 'Q4', 'EPS', 'httpstcosavSNTKlN1', 'Surge', 'Sales', 'could', 'lift', 'companys', 'EPS', 'Q4', 'reached', 'breakeven', '000', 'per', 'share', 'Sales', 'jumped', '29174', '46473', 'MM', 'quarter', 'year', 'ago', 'httpstconBCfiBIp8W']",positive
723,"['referral', 'code', 'Trading212', '🤑💹', 'want', 'get', 'free', 'stock', 'share', 'worth', '£\u2060100', 'Create', 'Trading', '212', 'Invest', 'account', 'using', 'link', 'httpstcokoQgj5Jyl5', 'freetrade', 'shares', 'invest', 'investing', 'trading', 'trading212', 'free', 'money', 'stocks']",positive
724,"['“Bespoke', 'notes', '11', 'bear', 'markets', '1928', '1940', '9', 'saw', 'SampP', '500', 'make', 'lower', 'low', 'since', '1940', 'bear', 'markets', 'tended', 'see', 'retest”', 'via', 'MarketWatch', '52', 'SPX', 'SPY', 'VOO', 'IVV', 'httpstcoNfgoJ77k55']",negative
725,"['eS', '3007', 'backtesting', 'vs', 'prior', 'low', '3005', 'Key', 'time', 'Ricky’s', 'train', 'going', 'full', 'speed', 'towards', 'targets', 'Beauty💆\u200d♂️', 'ESF', 'SPX', 'SPY', 'httpstcoZaVJo8RCyf']",positive
726,"['httpstcoXq49xYJpuc', 'btc', 'wonder', 'msft', 'accepts', 'payment', 'bitcoin']",positive
727,"['NocTrader', 'Bearish', 'Breakout', 'httpstco1V7l4Is0Qo', 'prorealtime', 'trading', 'markets', 'stockmarket', 'trader', 'stocks', 'investing', 'money', 'forex', 'bitcoin', 'cryptocurrency', 'finance', 'prorealtime']",negative
728,"['RT', 'sbwcws', 'Correction', 'Apple', 'price', 'target', 'raised', '390', '320', 'Baird', '380', 'AAPL']",positive
729,"['RT', 'OptoCMC', '📈10', 'smallcap', 'values', 'stocks', 'watch', 'OptionsHawk', 'stocks', 'value', 'Covid19', 'coronavirus', 'httpstco30KoewBvUB', 'http…']",neutral
730,"['ge', 'brings', 'good', 'things', 'living', 'brings', 'good', 'things', 'lifethis', 'big', 'news', 'horizon', 'spy', 'spx', 'esf', 'sp500', 'esf', 'spx', 'uvxy', 'tvix', 'vix', 'httpstcoPv0bomZryz']",positive
731,"['RT', 'WallStSai', 'UNH', 'HUM', 'CI', 'ANTM', 'CNC', 'MOH', 'CVS', 'Big', 'uptick', 'government', 'business', 'store', 'private', 'health', 'plans', 'like', 'Anthem', 'Cent…']",positive
732,"['Wave', '2', 'might', 'progress', 'esf', 'spx', 'spy', 'vix', 'sp500', 'httpstcowVShozYIVX']",negative
733,"['ESF', 'Putin', 'Saudi', 'deal', 'could', 'CATALYST', 'get', '2900', 'httpstcoESjnX5sNjT', 'Crude', 'CLF', 'SPX', 'SPY', 'ESF', 'httpstcoA3vMwvAe8v']",negative
734,"['RT', 'ChrisDungeon', 'Innovation', 'nothing', 'many', 'RampD', 'dollars', 'AAPL', 'came', 'Mac', 'IBM', 'spending', 'le…']",positive
735,"['RT', 'Fxhedgers', 'FACEBOOKS', 'ZUCKERBERG', 'REPORTEDLY', 'TALKED', 'MAKING', 'MOVES', 'TRUMP', 'FAR', 'BACK', '2015', 'DJ', 'FB']",negative
736,"['Mahhsonn', 'lots', 'others', 'MU', 'DIS', 'AAPL', 'AXP', 'name']",neutral
737,"['PFE', 'BioNTech', 'BNT162', 'SARSCoV2', 'COVID19', 'vaccines', 'BNTX', 'closing', 'price', 'today']",negative
738,"['RT', 'stockfamily', 'httpstcogJmA3QYHha', 'SPY', 'EEM', 'GLD', 'VXX', '👁👁', 'httpstcoYWb0YTEzG0', 'options', 'stockmarket', 'daytrader', 'stocktrading', 'stockoptions', 'news', 'stocks', 'OptionsTrading', 'aapl', 'spy', 'amd']",neutral
739,"['Asia', 'Pacific', 'stocks', 'higher', 'ahead', 'US', 'jobs', 'report', 'airline', 'stocks', 'mostly', 'soar', 'AMZN', 'AAPL', 'AMD', 'BA', 'BABA', 'FB', 'CRM', 'DDOG', 'TGT', 'GOOGL', 'ROKU', 'TSLA', 'SPX', 'SPY', 'TDOC', 'COST', 'ZM', 'GILD', 'USO', 'NVDA', 'ROKU', 'BYND', 'NFLX']",positive
740,"['HHT', '25', '2', 'days', 'stocks', 'OnlineClasses', 'BOXL', 'LRN', 'httpstco4mtdDPCoUh']",positive
741,"['Available', 'onhand', 'stocks', 'REGULAR', 'CYTOKIT', 'text', '09653052991', '💥', 'pampalaglag', 'cytotec', 'cytoteckit', 'abortion', 'mifepristone', 'misoprostol', 'abortionpills', 'abortionphilippines', 'cytotecphilippines', 'cytokitphilippines', '09653052991', 'httpstcoTRyMKKBdEL']",neutral
